1240862157228703744,0.3666666666666667,"RT @Chloelhaley: Can everyone just stay at home please so that corona fucks off quickly and then we can carry on and enjoy our summer, fest…"
1240862157266272257,0.024999999999999998,Follow my sister on SoundCloud she about to drop sum hot shit 🔥 before we all die from corona https://t.co/1lKfsxKQWt
1240862157992079360,-0.3333333333333333,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
1240862158466023430,0.3666666666666667,"RT @Chloelhaley: Can everyone just stay at home please so that corona fucks off quickly and then we can carry on and enjoy our summer, fest…"
1240862158847705089,0.5,"RT @GabbyMarieS: ok picture this:

the corona era is over 
the bars are flooded w people 
shots are flying 
booties are bouncing 
drunken p…"
1240862158822477824,0.0,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ
1240862158956695552,0.625,"Corona Virus in NJ,CT,CA,NY most threatened! https://t.co/pdzqtvON5V"
1240862159212433408,-0.5,RT @goodbeanaltalt: holy shit I hate every person in this video
1240862159573258240,0.0,RT @kifayat4pak: Even the tertiary care hospital of KP has not equipped to admit this patient having corona symptoms. @Jhagra @SaleemKhanSa…
1240862159791325189,0.4,@NYCMayor  you said the corona virus tests were free. I had to pay $115 for one. You owe me $115.
1240862161137737731,0.0,What about drinking alcohol so i can protect my inner self from this corona virus
1240862161653694465,0.0,RT @DillonFrancis: Someone please make a Corona Virus Challenge on tik tok where people stay inside for 30 days because at this point it’s…
1240862161888514049,0.0,"not only does corona suck, but snapchat has the audacity to show me all three of my ex boyfriends? the nerve"
1240862161896738816,0.7,"RT @avocadovsz: corona or no corona, staying away from people is always a good idea."
1240862161997631488,0.0,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again
1240862162081349632,0.15000000000000002,RT @shegonsuck: wow Weeknd really sang “suckin on my dick like it’s the cure to corona” in a falsetto he snapped
1240862162161147904,0.0,RT @T_Rova_Official: if corona virus was an actual person. https://t.co/3nZkqcuiqH
1240862162949533696,0.0,"RT @YourMusicWhore: “I can’t believe The Weeknd is dropping a solo album tonight, same way I can’t believe I dropped you so low you couldn’…"
1240862163176050688,0.0,"RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…"
1240862164182679553,0.32,"RT @ErikSolheim: Indias response to the corona cris is impressive, WHO says.
So far the worlds second most populated country has relatively…"
1240862164354617344,0.0,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso
1240862165105401862,0.2857142857142857,thanos was right. https://t.co/MuwJbPezio
1240862165260627968,-0.10925925925925928,If the corona virus doesn't slow down in the next few weeks I'm going to physically feel all 287 days pass by in the slowest way they possibly can.
1240862165738930176,-0.3,RT @Tshi_Nakanyane: Corona virus has definitely been there. What we experience oftenas a common cold is often caused by corona virus or oth…
1240862166359707651,0.0,"RT @Jhagra: 2. No symptoms of Corona prima facie were noted while in Taftan or in transit. Further details are awaited.
I keep on releasing…"
1240862167542292480,0.5,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…"
1240862167588646913,0.0,RT @__knf: if hygiene JUST became a priority for you...you have bigger issues than corona.
1240862168008056832,-0.6,RT @TheLifeOfNayy: Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....
1240862168372793345,-1.0,"RT @AGenieSaysWhat: FUCKING SHARE THIS, SHARE THIS SHARE THIS!!!!!"
